ID;age;sex;breed;date_found;adoptable_from;posted;color;coat;size;neutered;housebroken;likes_people;likes_children;get_along_males;get_along_females;get_along_cats;keep_in
2422;18.42;female;Unknown Mix;2011-01-03;2011-01-03;2011-07-07;red;short;medium;;yes;yes;yes;yes;yes;;flat
2423;9.83;male;German Shepherd Dog Mix;2010-04-15;2010-04-15;2011-07-30;black;medium;medium;yes;;yes;yes;yes;yes;;both flat and garden
2424;9.17;male;German Shepherd Dog Mix;2011-02-01;2011-02-01;2011-07-30;saddle back;medium;medium;no;;yes;yes;yes;yes;;both flat and garden
2425;9.17;female;German Shepherd Dog Mix;2010-12-22;2010-12-22;2011-07-30;sable;short;medium;no;;yes;yes;yes;yes;;both flat and garden
2426;10.33;female;Unknown Mix;2011-08-23;2011-08-23;2011-08-25;black and white;short;medium;yes;;yes;yes;yes;yes;yes;both flat and garden
2427;14.92;female;German Shepherd Dog;2011-08-15;2011-08-15;2011-08-15;saddle back;short;large;yes;;yes;yes;yes;yes;;garden
2428;9.5;female;Dachshund, Hound Mix;2010-06-30;2010-06-30;2011-07-30;black and brown;short;medium;;;;;yes;yes;;
2429;11.17;male;Bull Terrier, Hungarian Greyhound Mix;2008-10-30;2008-10-30;2011-08-17;striped;short;medium;yes;;yes;yes;yes;yes;;flat
2430;10.33;male;Terrier Mix;2011-07-25;2011-07-25;2011-07-27;gray and black;wirehaired;medium;;;yes;yes;yes;yes;;garden
2431;10.5;female;Vizsla Mix;2011-03-06;2011-07-30;2011-07-10;brown;wirehaired;medium;;yes;yes;yes;yes;yes;;both flat and garden
2432;12.92;male;Fox Terrier;2011-07-11;2011-07-11;2011-08-02;black and white;short;medium;;;yes;yes;yes;yes;;garden
2433;9.83;female;Unknown Mix;2011-06-25;2011-07-26;2011-07-08;brown;short;medium;yes;yes;yes;yes;yes;yes;;both flat and garden
2434;8.42;male;Unknown Mix;2011-07-26;2011-09-05;2011-08-20;saddle back;short;medium;;yes;yes;yes;yes;yes;;both flat and garden
2435;11.58;female;German Shepherd Dog Mix;2011-05-11;2011-07-07;2011-07-07;black and brown;medium;large;yes;yes;yes;;yes;yes;;both flat and garden
2436;9.25;male;Dachshund Mix;2011-07-15;2011-07-15;2011-08-17;red;short;medium;;;;;;;;
2437;10.92;male;Unknown Mix;2011-04-10;2011-04-10;2011-07-05;black and brown;short;medium;;;yes;yes;yes;yes;;both flat and garden
2438;10.92;male;Jagd Terrier Mix;2011-06-02;2011-06-02;2011-06-19;black and tan;short;medium;;;yes;yes;no;no;;garden
2439;8.67;male;Unknown Mix;2011-03-24;2011-06-20;2011-06-05;sable;long;medium;;;;;;;;
2440;9.08;male;Labrador Retriever Mix;2011-06-02;2011-06-02;2011-06-19;black and white;short;medium;;;yes;yes;yes;yes;;garden
2441;10.0;male;Greyhound Mix;2009-11-16;2009-11-16;2011-06-18;black;medium;large;yes;;yes;yes;yes;yes;;both flat and garden
2442;9.67;male;Unknown Mix;2011-03-04;2011-03-04;2011-06-18;black;wirehaired;medium;no;;yes;yes;yes;yes;;garden
2443;10.75;female;German Shepherd Dog Mix;2011-03-14;2011-03-14;2011-06-13;sable;short;medium;yes;;yes;yes;yes;yes;;both flat and garden
2444;12.42;male;Rottweiler;2011-06-10;2011-06-10;2011-06-29;black;short;medium;;;;;;;;garden
2445;11.92;male;Vizsla Mix;2011-06-15;2011-06-15;2011-06-19;brown;short;large;;;yes;yes;yes;yes;;garden
2446;10.92;male;German Shepherd Dog Mix;2011-06-25;2011-06-25;2011-06-29;saddle back;medium;large;;;yes;yes;no;yes;;garden
2447;8.83;female;Unknown Mix;2011-06-03;2011-06-03;2011-06-06;sable;short;medium;;;yes;yes;yes;yes;;flat
2448;9.92;female;Labrador Retriever Mix;2011-06-18;2011-06-18;2011-06-19;brown and white;short;large;yes;;yes;yes;yes;yes;;garden
2449;10.0;male;Greyhound Mix;2009-11-16;2009-11-16;2011-06-18;black and white;long;medium;yes;;yes;yes;yes;yes;;both flat and garden
2450;9.58;female;German Shepherd Dog Mix;2011-06-07;2011-06-07;2011-06-19;tricolor;short;large;yes;;yes;yes;yes;yes;;garden
2451;12.17;female;Unknown Mix;2009-03-04;2009-03-04;2011-06-18;black and tan;long;medium;yes;;yes;yes;;;;both flat and garden
2452;9.92;male;Terrier Mix;2011-05-25;2011-05-25;2011-06-19;black and brown;long;medium;;;yes;yes;no;no;no;garden
2453;8.58;female;Unknown Mix;2011-06-10;2011-07-22;2011-06-22;gray and white;medium;medium;;;yes;yes;yes;yes;;both flat and garden
2454;14.92;male;Dachshund;2011-06-19;2011-06-19;2011-06-19;brown;short;small;;;yes;yes;yes;yes;;both flat and garden
2455;11.42;female;Unknown Mix;2011-04-01;2011-04-01;2011-06-29;dotted;medium;small;;yes;yes;yes;yes;yes;yes;both flat and garden
2456;11.5;male;Labrador Retriever Mix;2011-06-19;2011-06-23;2011-06-23;black;short;large;yes;yes;yes;yes;yes;yes;no;both flat and garden
2457;8.92;male;Dachshund Mix;2011-02-01;2011-02-01;2011-05-17;brown;short;small;no;no;no;no;yes;yes;;both flat and garden
2458;10.08;female;Belgian Sheepdog Mix;2011-04-26;2011-06-07;2011-05-07;red;long;medium;;;yes;yes;yes;yes;;both flat and garden
2459;10.75;male;Unknown Mix;2010-10-15;2010-10-15;2011-05-22;black;long;large;yes;;yes;yes;;yes;;garden
2460;17.92;female;Unknown Mix;2011-03-20;2011-06-07;2011-05-08;red;short;medium;;;yes;yes;yes;yes;;both flat and garden
2461;9.92;female;Fox Terrier;2011-03-05;2011-03-05;2011-05-03;spotty;short;small;;yes;yes;yes;yes;yes;yes;flat
2462;12.58;male;Unknown Mix;2011-01-01;2011-01-12;2011-04-18;yellow-brown;short;small;;;yes;;no;no;;both flat and garden
2463;9.67;female;Unknown Mix;2011-04-15;2011-06-08;2011-05-08;red and white;short;medium;yes;;yes;yes;yes;yes;;both flat and garden
2464;9.42;male;Unknown Mix;2010-09-02;2010-09-02;2011-05-07;black;medium;medium;yes;;yes;yes;;yes;;both flat and garden
2465;13.92;male;German Shepherd Dog Mix;2011-04-25;2011-04-25;2011-05-03;saddle back;short;medium;;;yes;yes;yes;yes;yes;both flat and garden
2466;13.58;female;Unknown Mix;2011-05-01;2011-05-01;2011-05-01;brown;short;large;yes;;yes;yes;yes;;;garden
2467;12.92;female;Siberian Husky Mix;2011-04-18;2011-04-18;2011-04-22;gray and white;short;medium;yes;yes;yes;yes;yes;yes;no;flat
2468;12.33;male;Dachshund, German Shepherd Dog Mix;2008-05-10;2008-05-10;2011-05-20;wild boar;medium;medium;yes;;yes;yes;yes;yes;;both flat and garden
2469;18.5;male;Unknown Mix;2011-05-24;2011-07-01;2011-06-01;red;short;medium;;;yes;;;yes;;both flat and garden
2470;10.75;male;Vizsla Mix;2009-11-12;2009-11-12;2011-05-26;black;short;medium;no;;yes;yes;yes;yes;;both flat and garden
2471;13.33;male;Staffordshire Terrier Mix;2008-03-06;2008-03-06;2011-05-16;striped;short;medium;yes;;yes;yes;no;yes;;flat
2472;13.42;male;German Shepherd Dog, Pinscher, Siberian Husky Mix;2007-07-29;2007-07-29;2011-05-22;black and brown;short;large;no;;yes;yes;yes;yes;;garden
2473;11.08;female;Dachshund Mix;2010-06-07;2010-06-07;2011-05-12;yellow;short;small;yes;;yes;yes;yes;yes;;both flat and garden
2474;10.75;female;Dachshund Mix;2011-02-03;2011-02-03;2011-05-26;tricolor;long;small;yes;;yes;yes;yes;yes;;flat
2475;9.5;female;Dachshund Mix;2011-03-01;2011-03-01;2011-05-17;brown;short;small;no;;yes;yes;yes;yes;;garden
2476;11.92;male;Labrador Retriever Mix;2011-05-02;2011-05-02;2011-05-03;black and brown;medium;medium;;;yes;yes;yes;yes;;both flat and garden
2477;14.0;male;Transylvanian Hound Mix;2007-11-18;2007-11-18;2011-03-26;black and brown;short;medium;no;;yes;yes;;;;
2478;10.75;male;Unknown Mix;2011-03-14;2011-03-15;2011-03-15;white;medium;large;no;;yes;;yes;yes;;garden
2479;10.08;female;Unknown Mix;2011-03-27;2011-04-11;2011-04-11;black;short;medium;yes;yes;yes;;yes;yes;;both flat and garden
2480;12.08;male;Labrador Retriever, Vizsla Mix;2010-06-20;2010-06-20;2011-03-30;brown;short;medium;yes;;;yes;yes;yes;yes;
2481;12.17;female;Unknown Mix;2009-07-01;2009-07-01;2011-04-16;wild boar;short;medium;yes;;yes;yes;yes;yes;;
2482;12.25;male;Unknown Mix;2008-11-12;2008-11-12;2011-04-16;tricolor;short;medium;yes;;;yes;yes;yes;;flat
2483;9.75;male;Unknown Mix;2010-04-01;2010-04-01;2011-03-31;black;wirehaired;medium;no;;yes;;yes;yes;;garden
2484;10.25;male;Puli Mix;2011-02-26;2011-02-26;2011-04-14;black;medium;medium;;;;;;;;
2485;18.67;male;German Shepherd Dog Mix;2011-02-01;2011-02-01;2011-03-26;sable;short;medium;;;;;;;;
2486;12.5;female;Unknown Mix;2007-06-01;2007-06-01;2011-04-12;white;short;large;yes;;yes;yes;yes;yes;;
2487;11.92;male;Unknown Mix;2010-08-30;2010-08-30;2011-04-14;brown;short;large;;;;;;;;
2488;9.75;male;Unknown Mix;2010-04-01;2010-04-01;2011-03-31;black;short;medium;no;;yes;;yes;yes;;garden
2489;9.5;male;Unknown Mix;2010-08-01;2010-08-01;2011-03-15;black;short;medium;yes;;yes;yes;yes;yes;;garden
2490;13.58;male;Unknown Mix;2011-03-27;2011-03-27;2011-03-29;black and white;short;large;;;yes;yes;;yes;;garden
2491;14.75;female;Unknown Mix;2010-10-05;2010-10-05;2011-04-10;striped;short;medium;yes;;yes;yes;yes;yes;;
2492;8.83;female;Jagd Terrier Mix;2011-04-13;2011-04-13;2011-04-14;black and tan;short;medium;;;yes;yes;yes;yes;;both flat and garden
2493;10.92;female;Rhodesian Ridgeback Mix;2011-03-14;2011-03-14;2011-03-15;brown;short;large;yes;;yes;yes;yes;yes;;garden
2494;10.75;male;Schnauzer Mix;2011-03-27;2011-03-27;2011-03-29;gray;wirehaired;medium;;;yes;yes;yes;yes;yes;garden
2495;10.92;female;German Shepherd Dog Mix;2011-03-29;2011-03-29;2011-03-30;sable;short;large;yes;;yes;yes;yes;yes;yes;garden
2496;11.08;female;Unknown Mix;2011-03-27;2011-04-11;2011-04-11;black;short;medium;yes;yes;yes;;yes;yes;;both flat and garden
2497;11.92;female;Unknown Mix;2008-04-01;2008-04-01;2011-03-14;yellow-brown;short;medium;yes;;yes;yes;yes;;;
2498;13.75;female;Caucasian Ovtcharka;2011-03-07;2011-03-07;2011-03-07;brown;long;large;no;;;;;;;
2499;10.25;female;German Shepherd Dog Mix;2011-01-09;2011-01-09;2011-02-09;black and brown;short;large;;;;;;;;
2500;10.92;male;Rottweiler Mix;2010-02-14;2010-02-14;2011-02-18;black and tan;short;large;;;yes;no;no;yes;no;garden
2501;14.83;male;Unknown Mix;2008-02-03;2008-02-03;2011-02-01;brown;short;medium;no;yes;yes;;;yes;;garden
2502;9.83;male;Schnauzer Mix;2010-11-05;2010-11-05;2011-03-07;wild boar;wirehaired;medium;;;;;;;;
2503;9.83;female;Fox Terrier Mix;2010-11-05;2011-03-04;2011-03-04;tricolor;wirehaired;small;no;yes;yes;yes;yes;yes;yes;flat
2504;10.92;male;Hungarian Vizsla Mix;2010-12-11;2010-12-11;2011-02-18;red;short;large;;;yes;yes;no;no;no;garden
2505;12.83;female;Unknown Mix;2011-01-02;2011-01-02;2011-02-02;tricolor;short;medium;yes;;yes;;yes;;;both flat and garden
2506;12.0;female;Unknown Mix;2008-05-01;2008-05-01;2011-03-14;yellow-brown;short;medium;yes;;yes;yes;yes;yes;;
2507;11.42;male;Unknown Mix;2011-02-22;2011-02-22;2011-03-08;white;medium;small;no;;;;;;;
2508;16.08;male;German Shepherd Dog;2011-03-01;2011-03-01;2011-03-01;sable;medium;large;;;yes;;no;no;;both flat and garden
2509;10.83;male;Unknown Mix;2011-01-15;2011-02-11;2011-02-13;red;short;small;no;;yes;;yes;yes;;flat
2510;11.0;male;Setter, Spaniel, Terrier Mix;2009-01-05;2009-01-05;2011-03-14;striped;medium;medium;no;;yes;yes;;yes;;both flat and garden
2511;9.42;female;German Shepherd Dog Mix;2011-02-01;2011-02-02;2011-02-02;brown;medium;large;;yes;yes;yes;yes;yes;;both flat and garden
2512;15.25;male;Cane Corso Mix;2011-02-27;2011-02-27;2011-02-27;yellow-brown;short;large;;;yes;;no;;no;garden
2513;11.75;female;Dachshund Mix;2011-02-27;2011-02-27;2011-03-04;black and brown;short;medium;yes;yes;yes;yes;yes;no;no;both flat and garden
2514;9.67;male;Unknown Mix;2010-07-05;2010-07-05;2011-02-03;yellow-brown;short;medium;no;yes;yes;yes;yes;yes;;both flat and garden
2515;10.17;male;Rottweiler Mix;2011-02-20;2011-02-20;2011-03-01;black and tan;short;large;;;yes;;no;no;no;garden
2516;12.17;female;Fox Terrier Mix;2011-02-06;2011-02-06;2011-02-06;black and white;short;medium;yes;;yes;yes;yes;yes;;garden
2517;9.0;male;Unknown Mix;2011-01-03;2011-01-03;2011-02-01;black and white;short;small;no;yes;yes;yes;yes;yes;yes;garden
2518;9.25;male;Unknown Mix;2010-10-01;2010-10-01;2011-01-31;brown;medium;medium;no;no;yes;yes;yes;yes;yes;garden
2519;10.92;female;Unknown Mix;2011-01-03;2011-01-03;2011-02-01;brown;short;medium;yes;yes;yes;yes;yes;yes;;garden
2520;10.92;male;Unknown Mix;2011-01-03;2011-01-03;2011-02-01;white;medium;medium;no;yes;yes;yes;yes;yes;;both flat and garden
2521;10.33;male;Hound Mix;2011-01-02;2011-01-31;2011-01-30;black and brown;short;large;;yes;yes;yes;yes;yes;;both flat and garden
2522;9.25;female;Unknown Mix;2010-10-09;2010-10-09;2011-02-01;black;short;medium;yes;yes;yes;yes;yes;;yes;both flat and garden
2523;10.17;female;Unknown Mix;2010-10-03;2010-10-03;2011-02-01;brown;medium;small;yes;yes;yes;yes;yes;yes;;both flat and garden
2524;10.5;female;Unknown Mix;2010-10-03;2010-10-03;2011-02-01;black;short;medium;yes;yes;yes;yes;yes;yes;;both flat and garden
2525;11.83;female;Unknown Mix;2010-04-03;2010-04-03;2011-02-01;black and white;short;medium;yes;yes;yes;yes;yes;yes;yes;both flat and garden
2526;13.92;male;Bearded Collie Mix;2010-02-01;2010-02-01;2011-01-31;black and white;short;medium;yes;no;yes;yes;yes;yes;;garden
2527;10.83;female;Pumi Mix;2011-01-20;2011-01-31;2011-01-30;black;medium;medium;;yes;yes;yes;yes;yes;;both flat and garden
2528;9.25;female;Unknown Mix;2010-10-09;2010-10-09;2011-02-01;black;short;medium;yes;yes;yes;yes;yes;;yes;both flat and garden
2529;9.08;male;Unknown Mix;2010-12-03;2010-12-03;2011-02-01;yellow-brown;short;small;no;yes;yes;yes;yes;yes;yes;garden
2530;9.25;female;Unknown Mix;2010-11-03;2010-11-03;2011-02-01;brown;medium;small;no;yes;yes;yes;yes;yes;yes;flat
2531;9.5;male;Bernese Mountain Dog Mix;2011-01-21;2011-01-31;2011-01-30;black and white;long;medium;;yes;yes;yes;yes;yes;;both flat and garden
2532;9.92;female;Unknown Mix;2011-01-03;2011-01-03;2011-02-01;white;short;medium;yes;yes;yes;yes;yes;yes;;garden
2533;11.83;male;Unknown Mix;2010-11-02;2011-01-31;2011-01-30;brown;short;large;;yes;yes;yes;yes;yes;;both flat and garden
2534;11.92;female;German Shepherd Dog Mix;2010-11-03;2010-11-03;2011-02-01;brown;short;medium;yes;yes;yes;yes;yes;yes;;garden
2535;9.25;female;Unknown Mix;2010-10-01;2010-10-01;2011-01-31;apricot;short;medium;;no;yes;yes;yes;yes;yes;garden
2536;9.92;female;Unknown Mix;2011-01-03;2011-01-03;2011-02-01;white;short;medium;yes;yes;yes;yes;yes;yes;;garden
2537;10.92;female;Unknown Mix;2010-05-01;2010-05-01;2011-01-07;apricot;short;small;;;;;;;;
2538;17.83;male;Unknown Mix;2010-10-03;2010-10-03;2011-01-04;brown;short;medium;no;;;;;;;garden
2539;11.83;male;Kuvasz;2011-01-20;2011-01-20;2011-01-24;white;medium;large;no;;;;;;;
2540;10.92;male;Hound Mix;2010-12-25;2010-12-25;2011-01-11;sable;short;large;;;yes;;;;;
2541;14.92;male;Unknown Mix;2010-12-25;2010-12-25;2011-01-11;saddle back;short;large;;;yes;no;no;yes;;garden
2542;9.5;female;Unknown Mix;2010-10-10;2010-10-10;2011-01-07;brown;medium;medium;;;;;;;;
2543;10.83;female;Unknown Mix;2011-01-20;2011-01-20;2011-01-23;yellow;short;medium;no;;;;;;;
2544;12.33;male;Unknown Mix;2010-10-15;2010-10-15;2011-01-22;black;short;medium;;yes;yes;yes;yes;yes;;both flat and garden
2545;9.92;female;Terrier Mix;2010-09-20;2010-09-20;2011-01-04;apricot;short;large;;;;;;;;
2546;10.5;female;German Shepherd Dog, Rottweiler Mix;2010-10-03;2010-10-03;2011-01-04;brown;short;medium;no;yes;;;;;;garden
2547;10.25;male;German Shepherd Dog Mix;2011-01-09;2011-01-09;2011-01-25;yellow-brown;short;large;no;;;;no;;;
2548;19.83;male;Staffordshire Terrier Mix;2010-10-03;2010-10-03;2011-01-04;apricot;short;medium;;;;;;;;garden
2549;10.33;female;Siberian Husky Mix;2010-10-03;2010-10-03;2011-01-04;brown;short;medium;yes;;;;yes;;;garden
2550;11.0;male;German Shepherd Dog;2010-11-03;2010-11-03;2011-01-04;brown;short;medium;no;;;;;;;garden
2551;11.92;female;Unknown Mix;2010-10-03;2010-10-03;2011-01-04;black and brown;short;medium;yes;yes;yes;yes;yes;yes;yes;both flat and garden
2552;10.83;male;Unknown Mix;2011-01-20;2011-01-20;2011-01-25;black and brown;short;medium;;;;;;;;
2553;13.92;male;Dachshund Mix;2010-12-30;2010-12-30;2011-01-11;sable;short;small;;;yes;;no;yes;;both flat and garden
2554;9.83;male;Mudi Mix;2011-01-17;2011-01-17;2011-01-25;black;short;medium;yes;yes;yes;yes;;;no;both flat and garden
2555;10.75;male;Dachshund Mix;2009-03-01;2009-03-01;2011-01-25;black and white;short;small;no;;;;;;no;
2556;16.83;male;Puli Mix;2009-03-01;2009-03-01;2011-01-26;black and brown;long;medium;;;;;;;;
2557;10.17;male;Unknown Mix;2010-11-03;2010-11-03;2010-12-20;brown;short;small;no;;yes;yes;yes;yes;yes;both flat and garden
2558;9.58;male;Unknown Mix;2010-12-06;2010-12-07;2010-12-06;black;short;medium;;yes;;;yes;yes;;both flat and garden
2559;10.17;male;Unknown Mix;2010-11-03;2010-11-03;2010-12-20;brown;short;large;no;;yes;yes;;;;garden
2560;9.67;female;Unknown Mix;2010-11-03;2010-11-03;2010-12-20;yellow;wirehaired;medium;yes;;;yes;yes;yes;yes;garden
2561;10.5;male;Adoptable From:;2010-09-03;2010-09-03;2010-12-20;black;short;large;no;yes;yes;;;yes;;garden
2562;11.0;male;German Shepherd Dog, Siberian Husky Mix;2010-09-06;2010-09-06;2010-12-03;gray and white;medium;large;;;yes;no;;;;garden
2563;11.92;female;Unknown Mix;2010-10-03;2010-10-03;2011-01-04;black and brown;short;medium;yes;yes;yes;yes;yes;yes;yes;both flat and garden
2564;15.67;male;Unknown Mix;2010-08-03;2010-08-03;2010-12-20;brown;short;medium;no;;;;;yes;;garden
2565;15.67;male;Unknown Mix;2010-10-03;2010-10-03;2010-12-20;black;medium;medium;no;;;;;yes;;garden
2566;10.17;female;Unknown Mix;2009-11-03;2009-11-03;2011-01-04;yellow;short;medium;yes;;;yes;;;;garden
2567;9.33;male;Unknown Mix;2010-10-10;2010-10-10;2010-12-20;striped;short;large;no;no;yes;yes;yes;yes;yes;both flat and garden
2568;10.08;male;Unknown Mix;2010-04-01;2010-04-01;2010-11-21;brown;short;medium;no;;yes;;yes;yes;;garden
2569;9.17;male;Unknown Mix;2010-12-03;2010-12-03;2010-12-20;golden;short;small;no;yes;yes;yes;yes;yes;yes;both flat and garden
2570;10.17;female;Unknown Mix;2009-11-03;2009-11-03;2011-01-04;yellow;short;medium;yes;;;yes;;;;garden
2571;10.08;male;Unknown Mix;2010-10-03;2010-10-03;2010-12-20;brown;short;medium;no;;;;;yes;;garden
2572;10.0;female;Unknown Mix;2010-06-01;2010-06-01;2010-11-21;black;short;medium;yes;;yes;yes;yes;yes;;garden
2573;9.92;female;Unknown Mix;2010-02-03;2010-02-03;2010-12-20;brown;short;medium;yes;;;;yes;;;garden
2574;10.5;female;Unknown Mix;2010-12-01;2010-12-07;2010-12-06;black;short;medium;;yes;yes;yes;yes;yes;;both flat and garden
2575;9.58;female;Pekingese Mix;2010-11-25;2010-11-25;2011-01-03;brown and white;long;small;;;;;;;;
2576;19.0;female;Poodle Mix;2010-11-27;2010-12-03;2010-12-02;black;medium;small;;yes;yes;yes;yes;yes;;flat
2577;11.33;female;Unknown Mix;2009-04-03;2009-04-03;2010-11-18;black;short;medium;;yes;yes;;yes;yes;;both flat and garden
2578;9.75;female;Unknown Mix;2010-10-03;2010-10-03;2010-11-18;golden;short;small;;yes;yes;;yes;yes;;garden
2579;10.33;female;Unknown Mix;2010-10-03;2010-10-03;2010-11-18;brown;short;medium;yes;;;;;;;garden
2580;10.33;male;Unknown Mix;2010-10-03;2010-10-03;2010-11-18;apricot;short;medium;;;;;;;;garden
2581;10.17;female;Unknown Mix;2010-10-03;2010-10-03;2010-11-18;black;short;medium;yes;yes;;yes;yes;yes;;garden
2582;11.0;female;Hungarian Vizsla Mix;2009-02-01;2009-02-01;2010-11-20;brown;wirehaired;medium;yes;;yes;;yes;yes;;garden
2583;10.5;male;Schnauzer Mix;2010-04-09;2010-04-09;2010-11-20;black;wirehaired;medium;no;;yes;;no;yes;;garden
2584;11.0;female;Unknown Mix;2010-06-10;2010-06-10;2010-11-19;tricolor;medium;large;;;yes;;yes;yes;;both flat and garden
2585;11.33;male;Unknown Mix;2010-02-03;2010-02-03;2010-11-18;apricot;short;medium;;yes;yes;;;;;
2586;10.42;female;Unknown Mix;2009-09-05;2009-09-05;2010-11-19;tricolor;short;medium;;;yes;;yes;yes;yes;
2587;9.5;female;Unknown Mix;2010-10-03;2010-10-03;2010-11-18;white;short;medium;yes;;;yes;yes;yes;;garden
2588;11.0;female;Unknown Mix;2010-11-10;2010-11-10;2010-11-16;golden;short;large;;;yes;;yes;yes;;
2589;10.0;female;Unknown Mix;2010-03-08;2010-03-08;2010-11-20;black;short;medium;yes;;yes;yes;yes;yes;;garden
2590;9.83;female;Unknown Mix;2010-10-03;2010-10-03;2010-11-18;brown;short;large;yes;;;;;;;garden
2591;9.17;female;Unknown Mix;2010-11-03;2010-11-03;2010-11-18;apricot;short;medium;;yes;yes;;yes;yes;;garden
2592;12.92;male;Unknown Mix;2010-10-03;2010-10-03;2010-11-18;golden;short;medium;yes;yes;yes;;;yes;;garden
2593;11.0;female;Dachshund Mix;2009-05-01;2009-05-01;2010-11-21;black;short;small;yes;;yes;yes;yes;yes;;garden
2594;9.75;female;Unknown Mix;2010-05-01;2010-05-01;2010-11-21;black;medium;medium;yes;;yes;yes;no;no;;garden
2595;10.08;male;Unknown Mix;2010-10-03;2010-10-03;2010-11-18;black;short;medium;;;yes;yes;yes;yes;no;garden
2596;10.25;female;Unknown Mix;2009-12-01;2009-12-01;2010-11-21;black;short;small;yes;;yes;;yes;yes;;both flat and garden
2597;9.92;male;Puli Mix;2010-10-03;2010-10-03;2010-11-09;black;long;medium;no;no;yes;yes;yes;yes;;both flat and garden
